VARIANCE:,yellow,,,,,,,blue ,,,,,,,green ,,,,,,,yellowgreen ,,,,,
early,4.3039,4.7932,4.0131,3.9394,4.2073,4.1544,,0.095821,0.099335,1.8222,1.8015,1.722,1.7952,,6.42011,13.27,5.5759,7.87595,5.17784,4.32817,,4.7213,5.615,1.8101,1.8545,1.7339,1.6563
early,4.2698,4.5565,4.0535,3.8973,4.1145,4.1479,,2.6498,2.4119,2.0534,2.1228,2.1859,1.8189,,7.50157,11.8355,5.01853,7.36396,10.8144,10.6537,,2.9594,3.7352,1.6675,1.7264,1.6746,1.6067
early,13.4092,14.7759,13.233,12.5836,13.5222,14.1904,,1.0514,1.0817,1.2207,1.2962,1.6191,1.7074,,9.36839,15.2611,10.0145,9.17936,6.98855,6.56013,,58.4138,54.8387,51.3046,50.6072,37.4548,21.6589
late,13.0502,15.8865,15.3883,14.6389,20.6078,10.7425,,5.4604,5.4508,4.5258,0.098334,0.099258,5.0821,,4.1659,9.6393,4.0571,4.5903,4.6068,4.1364,,5.8361,4.7596,1.5877,1.6223,1.6139,1.5891
late,10.7397,8.16993,5.60828,5.95618,6.34939,4.25342,,2.6516,2.038,2.3246,2.9824,3.9773,3.7979,,3.99263,14.1457,7.21253,15.817,7.45182,9.25104,,14.4398,15.1606,1.73255,1.7548,1.7215,1.65819
late,4.4035,4.9297,4.4852,4.3098,3.9302,3.4309,,1.71,1.7239,0.09817,0.099069,1.6443,1.8346,,6.5686,8.4093,6.1935,5.6404,4.4564,4.2946,,7.5579,6.6197,1.6332,1.7011,1.7164,1.5926
late,39.2553,31.4179,25.9445,30.8739,52.5466,24.9399,,2.7751,2.3737,0.097723,0.099225,2.4933,3.8786,,6.42011,13.27,5.5759,7.87595,5.17784,4.32817,,11.8357,10.5945,1.74795,1.83166,1.83651,1.63424
late,19.8078,13.545,8.92155,10.7041,5.42234,6.34069,,0.097536,0.098783,1.9631,2.9694,3.048,3.3955,,5.87951,17.832,5.22444,7.92344,5.11037,5.09924,,4.3466,3.6126,1.62,1.6532,1.6517,1.6119
late,0.10707,0.10127,4.1815,5.1024,4.595,6.2804,,2.9947,2.712,2.4865,2.1779,0.098198,0.099198,,5.41173,20.8214,5.42029,8.42057,5.40448,4.77493,,5.1604,4.1664,1.6009,1.6387,1.6291,1.5921
late,53.8708,45.0064,35.7111,44.9808,29.4455,24.8015,,4.1331,2.9916,0.098358,0.099216,3.4409,4.638,,3.5426,13.1761,3.45013,3.97398,3.99917,3.64788,,10.6346,9.21131,1.65429,1.6786,1.71971,1.66719
late,4.3426,4.4259,4.0246,3.9111,4.8424,3.0946,,6.8363,3.8451,0.097807,0.099107,5.1239,7.7398,,5.2693,9.7832,6.2589,4.8837,3.7139,3.3397,,4.7315,4.0907,1.5857,1.6178,1.608,1.583
late,4.2146,4.5156,4.2764,4.1845,4.3637,3.7589,,4.9588,4.9302,5.7251,3.5382,0.098244,0.099204,,9.36602,12.9682,8.07529,7.40359,5.89054,5.66007,,3.4238,2.8455,1.6192,1.6749,1.6443,1.5953
,,,,,,,,2.2781,1.9836,2.0717,1.8608,0.30486,0.31118,,4.2874,8.5183,3.9395,4.5848,4.2477,3.4737,,3.3439,2.8613,1.575,1.6089,1.5996,1.5755
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.993955,8.84978,6.830848,6.648532,7.250583,7.685732,,2.574635,35.50398,3.07305,2.689519,3.207526,2.829432,,39.97785,32.92496,34.93499,57.05876,48.84824,25.801341,,2.67571,2.73408,2.63019,2.85625,2.81177,2.67221
,5.80433,6.21749,5.01471,4.90995,5.25538,5.23272,,1.6199221,1.6017035,1.092477,1.1247856,1.67054,1.719929,,7.154283,11.26319,5.754312,7.471961,9.417655,6.749617,,11.521776,12.40537,6.776359,7.018942,5.601739,3.673001
,16.64350778,14.22202222,12.06015889,13.85129778,14.67810333,9.73809,,3.3895636,2.8147683,1.9488858,1.4023651,2.032826,3.0876082,,5.49038,12.85635,5.540758,7.111373,5.005902,4.800573,,7.13103,6.392221,1.635649,1.678196,1.674072,1.609912
