fileName,ch1,ch2,ch3,ch4,ch5,ch6
Data\yellowgreen\pre\12-02-46_dur=600secs.wav,0.0024893,0.002561,0.0024431,0.0027503,0.0026751,0.002449
Data\yellowgreen\pre\12-02-54_dur=600secs.wav,0.0018469,0.0018495,0.0018126,0.0019497,0.0019013,0.0018381
Data\yellowgreen\pre\12-03-08_dur=600secs.wav,0.0018341,0.0018711,0.0017942,0.0019524,0.0019204,0.0018374
Data\yellowgreen\pre\12-03-18_dur=600secs.wav,0.0018426,0.0018612,0.0018392,0.0019733,0.0019332,0.0018671
Data\yellowgreen\pre\12-04-17_dur=600secs.wav,0.0017706,0.0018331,0.0017379,0.0018784,0.0018399,0.0017668
Data\yellowgreen\pre\12-05-32_dur=600secs.wav,0.0018642,0.0018864,0.0017947,0.0019916,0.0019536,0.00186
Data\yellowgreen\pre\12-52-28_dur=600secs.wav,0.0019889,0.0019833,0.0019267,0.0020941,0.0020397,0.0019511
Data\yellowgreen\early\12-00-39_dur=600secs.wav,0.0026498,0.003297,0.0013323,0.0013791,0.0013243,0.0012817
Data\yellowgreen\early\12-02-35_dur=600secs.wav,0.0040987,0.005359,0.0015174,0.0015675,0.001445,0.0013404
Data\yellowgreen\early\12-02-39_dur=600secs.wav,0.0035418,0.004302,0.0013725,0.001416,0.0013459,0.0013005
Data\yellowgreen\early\12-04-25_dur=600secs.wav,0.0044199,0.0055069,0.0014524,0.0015059,0.0013985,0.0013056
Data\yellowgreen\early\12-06-06_dur=600secs.wav,0.0082005,0.0099704,0.0018821,0.0019579,0.0016516,0.0014286
Data\yellowgreen\early\12-07-23_dur=600secs.wav,0.0017533,0.0010315,0.00040797,0.0026096,0.002964,0.0013045
Data\yellowgreen\early\12-09-58_dur=600secs.wav,0.0039219,0.0044244,0.0014398,0.001481,0.0013744,0.0013171
Data\yellowgreen\early\12-13-00_dur=600secs.wav,0.0037025,0.0044155,0.0014155,0.001457,0.0013764,0.0013185
Data\yellowgreen\early\12-24-32_dur=600secs.wav,0.0023421,0.002951,0.0013308,0.0013774,0.0013325,0.0012793
Data\yellowgreen\early\14-10-34_dur=600secs.wav,0.012897,0.013344,0.0060999,0.0060579,0.0046242,0.003123
Data\yellowgreen\late\11-45-57_dur=600secs.wav,0.0045802,0.0037306,0.0012675,0.0012947,0.001284,0.0012653
Data\yellowgreen\late\11-54-19_dur=600secs.wav,0.0079207,0.0078904,0.0013656,0.0013873,0.0013606,0.0013164
Data\yellowgreen\late\12-02-15_dur=600secs.wav,0.0056259,0.0048904,0.0012909,0.0013358,0.0013281,0.001268
Data\yellowgreen\late\12-02-31_dur=600secs.wav,0.0087011,0.0077418,0.0013696,0.0014108,0.0013999,0.0013
Data\yellowgreen\late\12-05-23_dur=600secs.wav,0.0033012,0.0027857,0.0012932,0.0013192,0.0013143,0.0012836
Data\yellowgreen\late\12-07-22_dur=600secs.wav,0.0039627,0.0032135,0.0012762,0.001306,0.0012954,0.0012673
Data\yellowgreen\late\12-08-42_dur=600secs.wav,0.0077207,0.0065524,0.0013118,0.001333,0.0013475,0.0013082
Data\yellowgreen\late\12-29-31_dur=600secs.wav,0.0037328,0.0031179,0.0012658,0.001291,0.0012789,0.00126
Data\yellowgreen\late\12-38-03_dur=600secs.wav,0.0027201,0.0022607,0.0012894,0.0013293,0.0013063,0.0012702
Data\yellowgreen\late\12-53-03_dur=600secs.wav,0.0026457,0.0022456,0.0012575,0.001284,0.0012725,0.0012542
Data\Blue\pre\11-52-31_dur=600secs.wav,0.0017223,0.012267,0.001811,0.0017497,0.0019138,0.0018196
Data\Blue\pre\12-02-09_dur=600secs.wav,0.0016954,0.016459,0.0016975,0.0016906,0.0017262,0.0017296
Data\Blue\pre\12-02-31_dur=600secs.wav,0.0014969,0.011436,0.0015953,0.0015588,0.0015016,0.0015306
Data\Blue\pre\12-04-19_dur=600secs.wav,0.0022321,0.026051,0.0021,0.0020815,0.0031901,0.0022209
Data\Blue\pre\12-05-40_dur=600secs.wav,0.0015732,0.02475,0.002174,0.0019425,0.001916,0.0018625
Data\Blue\pre\12-14-20_dur=600secs.wav,0.0017902,0.0097491,0.0016546,0.0016517,0.001772,0.0017422
Data\Blue\pre\12-15-12_dur=600secs.wav,0.0017448,0.0082955,0.0016665,0.0016602,0.0018235,0.0017375
Data\Blue\pre\12-15-42_dur=600secs.wav,0.0015667,0.036744,0.0020265,0.0018808,0.0017927,0.0017306
Data\Blue\pre\12-17-11_dur=600secs.wav,0.0017384,0.0096884,0.0018688,0.0017877,0.00183,0.0017618
Data\Blue\pre\12-22-32_dur=600secs.wav,0.0020997,0.02368,0.0025461,0.0021691,0.0022896,0.0022013
Data\Blue\early\12-01-14_dur=600secs.wav,0.0013711,0.0013841,7.7242e-05,7.6729e-05,0.0013839,0.0014597
Data\Blue\early\12-01-36_dur=600secs.wav,0.0013557,0.0013607,0.0011454,0.0011754,0.00021884,0.00023934
Data\Blue\early\12-03-15_dur=600secs.wav,0.0013306,0.001355,7.7253e-05,7.6805e-05,0.0013009,0.0014357
Data\Blue\early\12-08-56_dur=600secs.wav,0.0014545,0.0014983,0.0014104,0.0014598,0.0014345,0.0014372
Data\Blue\early\12-09-45_dur=600secs.wav,0.0014019,0.0014726,0.0014133,0.0014523,0.0014071,0.0014292
Data\Blue\early\12-14-08_dur=600secs.wav,0.0013147,0.0013371,0.00017011,0.00017225,0.0012192,0.0013106
Data\Blue\early\12-20-28_dur=600secs.wav,0.0013514,0.0013895,7.7342e-05,7.6925e-05,0.0013497,0.0014262
Data\Blue\early\12-30-05_dur=600secs.wav,7.7148e-05,7.6779e-05,0.0013814,0.0014296,0.0013655,0.0014171
Data\Blue\early\12-42-02_dur=600secs.wav,0.0014864,0.001535,0.0014563,0.0014837,0.0012756,0.0012645
Data\Blue\early\12-46-58_dur=600secs.wav,0.00059764,0.00061045,0.000763,0.00080836,0.0012894,0.0013613
Data\Blue\late\11-00-26_dur=600secs.wav,0.0023586,0.0023632,0.0021089,7.8786e-05,7.6305e-05,0.0020522
Data\Blue\late\12-00-43_dur=600secs.wav,0.0012235,0.0010615,0.0008228,0.00098301,0.0019797,0.0020418
Data\Blue\late\12-02-58_dur=600secs.wav,0.0013585,0.0013726,7.873e-05,7.6293e-05,0.0013095,0.0014411
Data\Blue\late\12-03-54_dur=600secs.wav,0.0017242,0.0016175,7.8547e-05,7.6589e-05,0.001502,0.0019657
Data\Blue\late\12-05-38_dur=600secs.wav,7.8415e-05,7.6526e-05,0.0014461,0.0019344,0.0019506,0.0020764
Data\Blue\late\12-05-49_dur=600secs.wav,0.0019162,0.0019007,0.0017219,0.0016136,7.88e-05,7.6452e-05
Data\Blue\late\12-06-52_dur=600secs.wav,0.001965,0.0017153,7.8854e-05,7.6385e-05,0.0017661,0.0021738
Data\Blue\late\12-15-16_dur=600secs.wav,0.0023455,0.0019671,7.8561e-05,7.6478e-05,0.001992,0.0026934
Data\Blue\late\12-16-35_dur=600secs.wav,0.0023303,0.002322,0.0025423,0.0019455,7.8777e-05,7.6382e-05
Data\Blue\late\12-36-28_dur=600secs.wav,0.0014825,0.0014634,0.0014262,0.0013933,0.00011,0.00010909
