filename,distance.m,wpREVERSED,wpRAW,trial,tone,trial.no,THRESH,Sep,Start.time,Start.azimuth,End.time,End.azimuth,detection,True.angle
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,10,22.7,-35,26,-35,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,11,22.9,50,25,50,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,12,23.7,60,31.8,120,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,13,24.1,165,26.2,165,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,14,31.3,125,34.2,125,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,15,36.5,-160,38.6,-160,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,16,37.9,125,44.8,125,y,
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,17,43.7,125,49.8,165,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,18,49.7,-160,51.8,-160,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,19,50.5,-155,52.6,-155,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,20,52.7,165,59.8,165,y,
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,21,57.9,-30,60.4,-15,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,22,58.7,165,64.8,-150,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,23,60.9,-85,63.2,-85,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,24,61.7,35,63.8,35,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,25,66.3,-115,68.6,-115,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,26,67.9,-145,75.6,-145,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,27,73.9,125,76,125,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,28,74.1,25,76.2,25,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,29,74.3,-145,81.8,-60,y,
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,30,74.9,10,77,10,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,31,75.5,130,77.6,130,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,32,76.5,105,79.2,95,n,na
localized_4m_wN_Pink_t01.wav,4,y,n,SilwoodField,pink,1,26.5,33,84.5,-60,91.6,-60,y,
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,0,2.1,0,4.2,0,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,1,4.1,30,9.8,30,y,
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,2,14.5,30,21.6,30,y,
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,3,20.7,25,29.6,125,nn,
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,4,22.3,-50,24.8,-45,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,5,31.1,125,38.2,125,y,
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,6,37.1,120,43.2,165,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,7,37.3,-130,39.4,-130,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,8,46.1,165,54.8,160,y,
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,9,52.9,75,55,75,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,10,53.1,-75,55.8,-80,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,11,53.3,-175,57.8,-150,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,12,61.1,-145,68.2,-145,y,
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,13,67.1,25,69.2,25,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,14,67.3,-145,71.6,-105,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,15,69.7,100,72,100,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,16,70.3,-80,74.4,-60,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,17,72.1,-170,74.6,-170,n,na
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,18,76.1,-60,83.2,-60,y,
localized_4m_wN_Pink_t02.wav,4,y,n,SilwoodField,pink,2,26.5,19,82.1,-45,83.6,-45,n,na
